-5.3712379245337436    0     
-4.7660390690345498    0     
-4.2735689657106750    0     
-3.8379742478107683    0     
-3.4380106031506701    0     
-3.0627449619695861    0     
-2.7056022749916817    0     
-2.3622172907327754    0     
-2.0294795738631772    0     
-1.7050475876345914    0     
-1.3870759398165251    0     
-1.0740503495337519    0     
-0.76468067152422003    0     
-0.45782757304794397    0     
-0.15244841095658376	0
0.15244524172196486	0     
0.45782437909335066	0     
0.76467744663942117	0     
1.0740470733530392	0     
1.3870726112179712	0     
1.7050441890377022	0     
2.0294761325676935	0     
2.3622138176175675	0    
2.7055987415613787	0     
3.0627413747070231	0     
3.4380070025774354	0    
3.8379706914571483	0     
4.2735654330024611	0     
4.7660356612830252	0     
5.3712346477144690	0
